t,u,y
0.0,0.0,0.0
0.01001001001001001,0.0,0.0
0.02002002002002002,0.0,0.0
0.03003003003003003,0.0,0.0
0.04004004004004004,0.0,0.0
0.050050050050050046,0.0,0.0
0.06006006006006006,1.0,0.000301361083984375
0.07007007007007007,1.0,0.0493011474609375
0.08008008008008008,1.0,0.09649658203125
0.09009009009009009,1.0,0.14170074462890625
0.10010010010010009,1.0,0.18510055541992188
0.11011011011011011,1.0,0.22680091857910156
0.12012012012012012,1.0,0.26689910888671875
0.13013013013013014,1.0,0.3053016662597656
0.14014014014014015,1.0,0.3420982360839844
0.15015015015015015,1.0,0.3773994445800781
0.16016016016016016,1.0,0.4113006591796875
0.17017017017017017,1.0,0.4438018798828125
0.18018018018018017,1.0,0.4748992919921875
0.19019019019019018,1.0,0.50469970703125
0.20020020020020018,1.0,0.533203125
0.21021021021021022,1.0,0.5605010986328125
0.22022022022022023,1.0,0.586700439453125
0.23023023023023023,1.0,0.6117019653320312
0.24024024024024024,1.0,0.6355972290039062
0.2502502502502503,1.0,0.6585006713867188
0.2602602602602603,1.0,0.6802978515625
0.2702702702702703,1.0,0.701202392578125
0.2802802802802803,1.0,0.721099853515625
0.2902902902902903,1.0,0.7401962280273438
0.3003003003003003,1.0,0.75830078125
0.3103103103103103,1.0,0.7755966186523438
0.3203203203203203,1.0,0.7920989990234375
0.3303303303303303,1.0,0.8078994750976562
0.34034034034034033,1.0,0.8227996826171875
0.35035035035035034,1.0,0.83709716796875
0.36036036036036034,1.0,0.8506011962890625
0.37037037037037035,1.0,0.8635025024414062
0.38038038038038036,1.0,0.875701904296875
0.39039039039039036,1.0,0.887298583984375
0.40040040040040037,1.0,0.8983001708984375
0.41041041041041043,1.0,0.9087982177734375
0.42042042042042044,1.0,0.9186019897460938
0.43043043043043044,1.0,0.9280014038085938
0.44044044044044045,1.0,0.936798095703125
0.45045045045045046,1.0,0.9451980590820312
0.46046046046046046,1.0,0.9530029296875
0.47047047047047047,1.0,0.9604034423828125
0.4804804804804805,1.0,0.9673995971679688
0.4904904904904905,1.0,0.9739990234375
0.5005005005005005,1.0,0.9801025390625
0.5105105105105106,1.0,0.98590087890625
0.5205205205205206,1.0,0.991302490234375
0.5305305305305306,1.0,0.99639892578125
0.5405405405405406,1.0,1.0011005401611328
0.5505505505505506,1.0,1.0053997039794922
0.5605605605605606,1.0,1.009500503540039
0.5705705705705706,1.0,1.0132007598876953
0.5805805805805806,1.0,1.0167007446289062
0.5905905905905906,1.0,1.0198993682861328
0.6006006006006006,1.0,1.0228004455566406
0.6106106106106106,1.0,1.0254993438720703
0.6206206206206206,1.0,1.0279006958007812
0.6306306306306306,1.0,1.030099868774414
0.6406406406406406,1.0,1.0321006774902344
0.6506506506506506,1.0,1.0338993072509766
0.6606606606606606,1.0,1.035400390625
0.6706706706706707,1.0,1.0368003845214844
0.6806806806806807,1.0,1.0380001068115234
0.6906906906906907,1.0,1.0389995574951172
0.7007007007007007,1.0,1.0398006439208984
0.7107107107107107,1.0,1.0405006408691406
0.7207207207207207,1.0,1.0410003662109375
0.7307307307307307,1.0,1.041299819946289
0.7407407407407407,1.0,1.0415992736816406
0.7507507507507507,1.0,1.0417003631591797
0.7607607607607607,1.0,1.0415992736816406
