t,u,y
0.0,0.0,0.0
0.01001001001001001,0.0,0.0
0.02002002002002002,0.0,0.0
0.03003003003003003,0.0,0.0
0.04004004004004004,1.0,0.0002002716064453125
0.050050050050050046,1.0,0.0493011474609375
0.06006006006006006,1.0,0.096405029296875
0.07007007007007007,1.0,0.1415996551513672
0.08008008008008008,1.0,0.18510055541992188
0.09009009009009009,1.0,0.22680091857910156
0.10010010010010009,1.0,0.2667999267578125
0.11011011011011011,1.0,0.30519866943359375
0.12012012012012012,1.0,0.3419990539550781
0.13013013013013014,1.0,0.3773994445800781
0.14014014014014015,1.0,0.41120147705078125
0.15015015015015015,1.0,0.4436988830566406
0.16016016016016016,1.0,0.47480010986328125
0.17017017017017017,1.0,0.5046005249023438
0.18018018018018017,1.0,0.5330963134765625
0.19019019019019018,1.0,0.5605010986328125
0.20020020020020018,1.0,0.5866012573242188
0.21021021021021022,1.0,0.611602783203125
0.22022022022022023,1.0,0.635498046875
0.23023023023023023,1.0,0.6584014892578125
0.24024024024024024,1.0,0.6802978515625
0.2502502502502503,1.0,0.701202392578125
0.2602602602602603,1.0,0.721099853515625
0.2702702702702703,1.0,0.7400970458984375
0.2802802802802803,1.0,0.75830078125
0.2902902902902903,1.0,0.7755966186523438
0.3003003003003003,1.0,0.7920989990234375
0.3103103103103103,1.0,0.80780029296875
0.3203203203203203,1.0,0.8227996826171875
0.3303303303303303,1.0,0.8369979858398438
0.34034034034034033,1.0,0.8506011962890625
0.35035035035035034,1.0,0.8635025024414062
0.36036036036036034,1.0,0.875701904296875
0.37037037037037035,1.0,0.887298583984375
0.38038038038038036,1.0,0.8983001708984375
0.39039039039039036,1.0,0.9086990356445312
0.40040040040040037,1.0,0.9186019897460938
0.41041041041041043,1.0,0.9280014038085938
0.42042042042042044,1.0,0.936798095703125
0.43043043043043044,1.0,0.945098876953125
0.44044044044044045,1.0,0.9530029296875
0.45045045045045046,1.0,0.9604034423828125
0.46046046046046046,1.0,0.9673995971679688
0.47047047047047047,1.0,0.9739990234375
0.4804804804804805,1.0,0.9801025390625
0.4904904904904905,1.0,0.98590087890625
0.5005005005005005,1.0,0.991302490234375
0.5105105105105106,1.0,0.9962997436523438
0.5205205205205206,1.0,1.0009994506835938
0.5305305305305306,1.0,1.0053997039794922
0.5405405405405406,1.0,1.009500503540039
0.5505505505505506,1.0,1.0132007598876953
0.5605605605605606,1.0,1.0167007446289062
0.5705705705705706,1.0,1.0198993682861328
0.5805805805805806,1.0,1.0228004455566406
0.5905905905905906,1.0,1.0254993438720703
0.6006006006006006,1.0,1.0279006958007812
0.6106106106106106,1.0,1.030099868774414
0.6206206206206206,1.0,1.0321006774902344
0.6306306306306306,1.0,1.0338993072509766
0.6406406406406406,1.0,1.035400390625
0.6506506506506506,1.0,1.0368003845214844
0.6606606606606606,1.0,1.0380001068115234
0.6706706706706707,1.0,1.0389995574951172
0.6806806806806807,1.0,1.0398006439208984
0.6906906906906907,1.0,1.0405006408691406
0.7007007007007007,1.0,1.0410003662109375
0.7107107107107107,1.0,1.041299819946289
0.7207207207207207,1.0,1.0415992736816406
0.7307307307307307,1.0,1.0417003631591797
0.7407407407407407,1.0,1.0415992736816406
0.7507507507507507,1.0,1.0415000915527344
0.7607607607607607,1.0,1.0412006378173828
