t,u,y
0.0,0.0,0.0
0.01001001001001001,0.0,0.0
0.02002002002002002,0.0,0.0
0.03003003003003003,0.0,0.0
0.04004004004004004,0.0,0.0
0.050050050050050046,0.0,0.0
0.06006006006006006,0.0,0.0
0.07007007007007007,0.0,0.0
0.08008008008008008,0.0,0.0
0.09009009009009009,0.0,0.0
0.10010010010010009,0.0,0.0
0.11011011011011011,0.0,0.0
0.12012012012012012,0.0,0.0
0.13013013013013014,0.0,0.0
0.14014014014014015,0.0,0.0
0.15015015015015015,0.0,0.0
0.16016016016016016,0.0,0.0
0.17017017017017017,0.0,0.0
0.18018018018018017,0.0,0.0
0.19019019019019018,0.0,0.0
0.20020020020020018,0.0,0.0
0.21021021021021022,0.0,0.0
0.22022022022022023,0.0,0.0
0.23023023023023023,0.0,0.0
0.24024024024024024,0.0,0.0
0.2502502502502503,0.0,0.0
0.2602602602602603,0.0,0.0
0.2702702702702703,0.0,0.0
0.2802802802802803,-6.0,-0.0084075927734375
0.2902902902902903,-6.0,-0.302398681640625
0.3003003003003003,-6.0,-0.58489990234375
0.3103103103103103,-6.0,-0.8561019897460938
0.3203203203203203,-6.0,-1.1165008544921875
0.3303303303303303,-6.0,-1.3665008544921875
0.34034034034034033,-6.0,-1.6063995361328125
0.35035035035035034,-6.0,-1.836599349975586
0.36036036036036034,-6.0,-2.0573997497558594
0.37037037037037035,-6.0,-2.2691001892089844
0.38038038038038036,-6.0,-2.472198486328125
0.39039039039039036,-6.0,-2.666698455810547
0.40040040040040037,-6.0,-2.853199005126953
0.41041041041041043,-6.0,-3.03179931640625
0.42042042042042044,-6.0,-3.202899932861328
0.43043043043043044,-6.0,-3.3666000366210938
0.44044044044044045,-6.0,-3.5233001708984375
0.45045045045045046,-6.0,-3.673198699951172
0.46046046046046046,-6.0,-3.816600799560547
0.47047047047047047,-6.0,-3.9537010192871094
0.4804804804804805,-6.0,-4.0847015380859375
0.4904904904904905,-6.0,-4.20989990234375
0.5005005005005005,-6.0,-4.329399108886719
0.5105105105105106,-6.0,-4.443397521972656
0.5205205205205206,-6.0,-4.5522003173828125
0.5305305305305306,-6.0,-4.655998229980469
0.5405405405405406,-6.0,-4.7548980712890625
0.5505505505505506,-6.0,-4.849098205566406
0.5605605605605606,-6.0,-4.9387969970703125
0.5705705705705706,-6.0,-5.024200439453125
0.5805805805805806,-6.0,-5.105400085449219
0.5905905905905906,-6.0,-5.182502746582031
0.6006006006006006,-6.0,-5.25579833984375
0.6106106106106106,-6.0,-5.325401306152344
0.6206206206206206,-6.0,-5.39129638671875
0.6306306306306306,-6.0,-5.4539031982421875
0.6406406406406406,-6.0,-5.513099670410156
0.6506506506506506,-6.0,-5.569099426269531
0.6606606606606606,-6.0,-5.622001647949219
0.6706706706706707,-6.0,-5.6719970703125
0.6806806806806807,-6.0,-5.719200134277344
0.6906906906906907,-6.0,-5.763603210449219
0.7007007007007007,-6.0,-5.805397033691406
0.7107107107107107,-6.0,-5.844703674316406
0.7207207207207207,-6.0,-5.881599426269531
0.7307307307307307,-6.0,-5.91619873046875
0.7407407407407407,-6.0,-5.9485015869140625
0.7507507507507507,-6.0,-5.97869873046875
0.7607607607607607,-6.0,-6.00689697265625
0.7707707707707707,-6.0,-6.0330963134765625
