,t,u,y
651,6.516516516516517,-25.0,-21.140596479314517
652,6.526526526526527,-25.0,-21.13486729011931
653,6.536536536536537,-25.0,-21.129240977490202
654,6.546546546546547,-25.0,-21.123715818310483
655,6.556556556556557,-25.0,-21.118290114268973
656,6.566566566566567,-25.0,-21.112962191644947
657,6.576576576576577,-25.0,-21.10773040108908
658,6.586586586586587,-25.0,-21.102593117400815
659,6.596596596596597,-25.0,-21.097548739302454
660,6.606606606606607,-25.0,-21.092595689210228
661,6.616616616616617,-25.0,-21.08773241300267
662,6.626626626626627,-25.0,-21.0829573797865
663,6.636636636636637,-25.0,-21.07826908166038
664,6.646646646646647,-25.0,-21.073666033476663
665,6.656656656656657,-25.0,-21.069146772601453
666,6.666666666666667,-25.0,-21.06470985867318
667,6.676676676676677,-17.0,-20.79682541983974
668,6.686686686686687,-17.0,-20.410457817595805
669,6.696696696696697,-17.0,-20.039290775353017
670,6.706706706706707,-17.0,-19.68279987254469
671,6.716716716716717,-17.0,-19.340477684138953
672,6.726726726726727,-17.0,-19.011833248489026
673,6.736736736736737,-17.0,-18.696391551508473
674,6.746746746746747,-17.0,-18.393693026676733
675,6.756756756756757,-17.0,-18.10329307039544
676,6.766766766766767,-17.0,-17.824761572230305
677,6.776776776776777,-17.0,-17.557682459587248
678,6.786786786786787,-17.0,-17.30165325638522
679,6.796796796796797,-17.0,-17.056284655301145
680,6.806806806806807,-17.0,-16.82120010317523
681,6.816816816816817,-17.0,-16.596035399177346
682,6.826826826826827,-17.0,-16.380438305347063
683,6.836836836836837,-17.0,-16.17406816913171
684,6.846846846846847,-17.0,-15.976595557558035
685,6.856856856856857,-17.0,-15.78770190268403
686,6.866866866866867,-17.0,-15.607079157988215
687,6.876876876876877,-17.0,-15.434429465363856
688,6.886886886886887,-17.0,-15.26946483239566
689,6.896896896896897,-17.0,-15.111906819606272
690,6.906906906906907,-17.0,-14.961486237369204
691,6.916916916916917,-17.0,-14.817942852194065
692,6.926926926926927,-17.0,-14.681025102098705
693,6.936936936936937,-17.0,-14.550489820791691
694,6.946946946946947,-17.0,-14.42610197039659
695,6.956956956956957,-17.0,-14.307634382457936
696,6.966966966966967,-17.0,-14.194867506976323
697,6.976976976976977,-17.0,-14.087589169227918
698,6.986986986986987,-17.0,-13.98559433413089
699,6.996996996996997,-17.0,-13.888684877928576
700,7.007007007007007,-17.0,-13.796669366965983
701,7.017017017017017,-17.0,-13.709362843343133
702,7.027027027027027,-17.0,-13.626586617235215
703,7.037037037037037,-17.0,-13.5481680656758
704,7.047047047047047,-17.0,-13.473940437605695
705,7.057057057057057,-17.0,-13.403742664995784
706,7.067067067067067,-17.0,-13.337419179858097
707,7.077077077077077,-17.0,-13.274819736965057
708,7.087087087087087,-17.0,-13.215799242102015
709,7.097097097097097,-17.0,-13.160217585683853
710,7.107107107107107,-17.0,-13.107939481571186
711,7.117117117117117,-17.0,-13.058834310926951
712,7.127127127127127,-17.0,-13.012775970958852
713,7.137137137137137,-17.0,-12.969642728397796
714,7.147147147147147,-17.0,-12.929317077567074
715,7.157157157157157,-17.0,-12.891685602901433
716,7.167167167167167,-17.0,-12.856638845779301
717,7.177177177177177,-17.0,-12.824071175535828
718,7.187187187187187,-17.0,-12.79388066452822
719,7.197197197197197,-17.0,-12.765968967128725
